Hardware,Num of Hardware,Framework,Model,Input Output Length,Batch Size,KV Cache Dtype,Latency,Throughput
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,1024,32,"Weight = int8_sq, KV Cache = int8",13.51854419708252,4847.859284592459
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,1024,64,"Weight = int8_sq, KV Cache = int8",17.423131465911865,7522.872696933999
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,1024,1,"Weight = int8_sq, KV Cache = fp8",14.132153034210205,144.9177627104896
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,1024,16,"Weight = int8_sq, KV Cache = fp8",23.88222861289978,1372.0662560905496
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,1024,32,"Weight = int8_sq, KV Cache = fp8",36.369763135910034,1801.936398515953
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,1024,64,"Weight = int8_sq, KV Cache = fp8",52.39508032798767,2501.6089140335907
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,1,"Weight = full_prec, KV Cache = int8",13.45737075805664,152.18425923012532
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,16,"Weight = full_prec, KV Cache = int8",17.99386215209961,1821.0654123620966
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,32,"Weight = full_prec, KV Cache = int8",20.277482271194458,3231.9594278772147
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,64,"Weight = full_prec, KV Cache = int8",28.62776494026184,4578.492253010694
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,1,"Weight = full_prec, KV Cache = fp8",17.51198410987854,116.94848437218029
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,16,"Weight = full_prec, KV Cache = fp8",42.6827871799469,767.7099403526057
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,32,"Weight = full_prec, KV Cache = fp8",54.40937924385071,1204.4982117197526
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,64,"Weight = full_prec, KV Cache = fp8",87.98417282104492,1489.7224784574994
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,1,"Weight = int8_sq, KV Cache = int8",9.442162275314331,216.89947072338595
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,16,"Weight = int8_sq, KV Cache = int8",12.274689674377441,2669.558324427616
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,32,"Weight = int8_sq, KV Cache = int8",14.891380071640015,4400.935285025091
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,64,"Weight = int8_sq, KV Cache = int8",20.048539876937866,6537.732962327799
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,1,"Weight = int8_sq, KV Cache = fp8",13.377431392669678,153.0936649858078
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,16,"Weight = int8_sq, KV Cache = fp8",37.02454161643982,885.0345897449326
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,32,"Weight = int8_sq, KV Cache = fp8",49.781288862228394,1316.4785705202082
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,64,"Weight = int8_sq, KV Cache = fp8",83.1866683959961,1575.6370885783508
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,1024,1,"Weight = full_prec, KV Cache = int8",45.41578531265259,45.09445308280155
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,1024,16,"Weight = full_prec, KV Cache = int8",56.673022508621216,578.1939721851833
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,1024,32,"Weight = full_prec, KV Cache = int8",111.7654173374176,586.3710042091831
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,1024,64,"Weight = full_prec, KV Cache = int8",178.774986743927,733.1674435403224
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,1024,1,"Weight = full_prec, KV Cache = fp8",55.534773111343384,36.87779539305763
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,1024,16,"Weight = full_prec, KV Cache = fp8",82.65493679046631,396.4433495735196
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,1024,32,"Weight = full_prec, KV Cache = fp8",155.7115478515625,420.8807946760281
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,1024,64,"Weight = full_prec, KV Cache = fp8",261.05750823020935,502.080943346844
